id,preferred_label,reuse_level,code,skill_category,coreness
8833,drive agricultural machines,sector-specific,S8.1.2,S,0.004992012214509292
8834,determine image composition,sector-specific,S1.12.3,S,0.01050391051020653
8835,analyse ship operations,sector-specific,S2.7.4,S,0.014736398293510268
8836,install ventilation equipment,cross-sector,S7.2.1,S,0.010088639647091316
8837,secure ships using rope,sector-specific,S8.3.0,S,0.012987398507835708
8838,advise customers on hearing aids,occupation-specific,S1.5.4,S,0.0
8839,protective measures related to swimming pool chemicals,cross-sector,K10.2.2,K,0.0030281763390469043
8840,adjust projector,sector-specific,S5.5.0,S,0.0025797663093906353
8841,process refunds,sector-specific,S4.4.2,S,0.016577469298429893
8842,medical oncology,sector-specific,K9.1.2,K,0.0018792400316713748
8843,ensure consistency of published articles,sector-specific,S2.8.1,S,0.0023365983612889576
8844,operate hydraulic pumps,sector-specific,S8.4.3,S,0.025663401958063756
8845,hand gestures,occupation-specific,K0.3.0,K,0.0
8846,implement evaluation methods in music therapy,occupation-specific,S4.8.3,S,0.0
8847,leather chemistry,sector-specific,K7.2.3,K,0.0037583321115810353
8848,monitor the discharge of cargo,cross-sector,S6.2.1,S,0.007503233260186755
8849,control animals in distress,sector-specific,S6.9.4,S,0.00019360020052407216
8850,manufacturing of pumps and compressors,sector-specific,K7.1.5,K,0.0037601749331306676
8851,adapt Pilates exercises,occupation-specific,S1.3.5,S,0.0
8852,maintain contract administration,cross-sector,S2.3.0,S,0.08670035775331353
8853,graphics editor software,sector-specific,K6.0.1,K,0.11049047082103343
8854,operate small craft,sector-specific,S8.3.0,S,0.012218117368290649
8855,install blinds drive systems,sector-specific,S8.8.1,S,0.0
8856,colour grade images with digital intermediate,sector-specific,S5.6.4,S,0.0
8857,types of waste collection vehicles,sector-specific,K10.2.1,K,0.0016847104767137298
8858,mortgage loans,cross-sector,K4.1.2,K,0.02084582536697808
8859,conduct geochemical research,occupation-specific,S2.1.1,S,0.0
8860,inspect sewers,cross-sector,S2.8.4,S,0.021100665279427656
8861,decommissioning,occupation-specific,K7.3.2,K,0.0
8862,handle payments in dentistry,sector-specific,S4.4.2,S,0.002830025688702754
8863,livestock feeding,sector-specific,K8.1.1,K,0.015539767949123342
8864,determine monetary policy actions,occupation-specific,S4.1.3,S,0.0
8865,provide pet sitting services in owners' homes,sector-specific,S6.9.1,S,0.0026093933070529514
8866,coordinate rail services,occupation-specific,S4.2.2,S,0.0
8867,setup the bar area,sector-specific,S3.5.2,S,0.0001860718904328296
8868,maintain operations of vending machines,occupation-specific,S8.7.2,S,0.0
8869,create crop protection plans,sector-specific,S3.3.2,S,0.01482030114286765
8870,manage ethical issues within social services,cross-sector,A2.3.0,A,0.021149199548775494
8871,thermal materials,sector-specific,K7.1.5,K,0.0
8872,define prop building methods,sector-specific,S4.1.3,S,0.0021376654686277455
8873,prepare fish holding units,sector-specific,S6.9.2,S,0.0026822260376884767
8874,Havok Vision,sector-specific,K2.1.1,K,0.0
8875,perform search and rescue missions,sector-specific,S3.3.5,S,0.03786200915935039
8876,use warp knitting technologies,sector-specific,S8.5.3,S,0.00812402411740656
8877,prepare desserts,sector-specific,S3.5.1,S,0.003925274752102587
8878,separate by-products of pressed cocoa,sector-specific,S6.1.1,S,0.0006620998744983701
8879,train staff in navigational requirements,sector-specific,S1.3.3,S,0.003294129019295678
8880,supervise projects for the conservation of heritage buildings,sector-specific,S4.2.1,S,0.009305748135302992
8881,validate amusement park tickets,occupation-specific,S3.3.4,S,0.0
8882,apply reverse engineering,sector-specific,S5.1.0,S,0.0018766707589845362
8883,thanatology,occupation-specific,K5.1.1,K,0.0
8884,clean warehouse,cross-sector,S6.11.2,S,0.002917783338301353
8885,schedule regular machine maintenance,cross-sector,S4.2.2,S,0.09145397022130869
8886,conduct full-scale emergency plan exercises,cross-sector,S4.1.7,S,0.012762398513290078
8887,manage tourist groups,cross-sector,S3.4.2,S,0.006764856183515097
8888,shale gas,occupation-specific,K7.1.3,K,0.0
8889,perform general maintenance on ship exteriors,sector-specific,S8.7.2,S,0.004764837983372384
8890,understand written Yiddish,transversal,,L_use,0.0
8891,handle incoming insurance claims,sector-specific,S1.1.3,S,0.009530135391041283
8892,install cable TV services,sector-specific,S8.8.1,S,0.0007433718710620559
8893,analyse own performance,cross-sector,S4.8.3,S,0.007901252299562256
8894,data storage,sector-specific,K6.0.2,K,0.041949536871443774
8895,apply airport standards and regulations,sector-specific,S3.3.3,S,0.0523736145216348
8896,develop online community plan,sector-specific,S1.11.1,S,0.015214570202302578
8897,medical furniture,occupation-specific,K7.2.2,K,0.0
8898,manage data collection systems,sector-specific,S2.3.0,S,0.021165665932505427
8899,conduct on board safety inspections,cross-sector,S2.8.4,S,0.01580390861348769
8900,work independently in sales,sector-specific,S1.6.1,S,0.006124462323305358
8901,jewellery processes,sector-specific,K2.1.4,K,0.10982306890423303
8902,perform maintenance on eyewear,occupation-specific,S8.8.2,S,0.0
8903,ensure the privacy of guests,cross-sector,S3.3.6,S,0.006221028838129001
8904,perform ritual cleaning activities,sector-specific,S6.11.1,S,0.0040487458882323005
8905,prepare equipment for navigation operations,sector-specific,S8.3.0,S,0.0005829841240638761
8906,ecology,cross-sector,K5.2.1,K,0.11949538360704469
8907,supervise lighting crew,occupation-specific,S4.8.1,S,0.0
8908,handle stressful situations,cross-sector,A1.4.0,A,0.03760088939400805
8909,legal requirements of ICT products,cross-sector,K4.2.0,K,0.07903696573718628
8910,apply foot casts,occupation-specific,S3.2.6,S,0.0
8911,educate customers on coffee varieties,sector-specific,S1.3.3,S,0.014346288247867685
8912,legal research,cross-sector,K4.2.0,K,0.0877197363538264
8913,monitor concrete curing process,sector-specific,S2.8.1,S,0.001060120748123616
8914,advocate for consumer matters in production plants,sector-specific,S1.2.4,S,0.0068995709870936445
8915,produce piano components,sector-specific,S6.5.1,S,0.0
8916,address potential aerodrome hazards,sector-specific,S3.3.5,S,0.0020371532604650956
8917,manufacture of wooden barrels,occupation-specific,K7.2.2,K,0.0
8918,interact with users to gather requirements,sector-specific,S1.7.2,S,0.03055078813918972
8919,Litmos,sector-specific,K6.0.2,K,0.0041724947826170386
8920,perform preliminary operations for oil extraction,sector-specific,S8.5.4,S,0.0017150462928493498
8921,manufacturing of furniture,sector-specific,K7.2.2,K,0.009627470684258984
8922,understand written Hungarian,transversal,,L_use,0.0
8923,manage data for legal matters,sector-specific,S2.3.0,S,0.009455848908356606
8924,carry out order intake,sector-specific,S1.6.1,S,0.006065984671774545
8925,advise on furniture style,sector-specific,S1.5.3,S,0.004257149801732852
8926,identify stress points of customer interaction,occupation-specific,S1.9.1,S,0.0
8927,synthesise research publications,cross-sector,S2.4.1,S,0.005036259079559116
8928,tend thread rolling machine,occupation-specific,S8.4.2,S,0.0
8929,tend boring machine,sector-specific,S8.4.1,S,0.02168888657124978
8930,teach kindergarten class content,sector-specific,S1.3.1,S,0.0063926030298271045
8931,sanding grits,occupation-specific,K7.2.2,K,0.0
8932,PostgreSQL,sector-specific,K6.0.2,K,0.013726999730524828
8933,manage personal professional development,cross-sector,S4.1.6,S,0.11897911899632446
8934,draft design specifications,cross-sector,S1.13.3,S,0.19054890897275703
8935,operate in a specific field of nursing care,occupation-specific,S3.2.0,S,0.0
8936,nanotechnology,cross-sector,K7.1.7,K,0.026377136137737633
8937,monitor field surveys,occupation-specific,S2.8.2,S,0.0
8938,design miniature props,occupation-specific,S1.11.0,S,0.0
8939,conduct research on trends in design,cross-sector,S2.1.1,S,0.06877976555370424
8940,pruning techniques,sector-specific,K8.1.2,K,0.009031037214834158
8941,shape corporate culture,cross-sector,S4.1.2,S,0.017690431207617912
8942,heat up vacuum forming medium,occupation-specific,S6.3.3,S,0.0
8943,make made-to-measure garments,sector-specific,S6.5.6,S,1.719464169429849e-05
8944,keep records of attendance,cross-sector,S2.2.5,S,0.11081643827173107
8945,operate dragline,occupation-specific,S8.4.1,S,0.0
8946,plan the stocking of products,sector-specific,S4.2.2,S,0.005295990648072927
8947,help customers with hair problems,sector-specific,S3.6.4,S,0.0006081389167308727
8948,assess others,cross-sector,S4.8.3,S,0.0
8949,apply advanced driving techniques,sector-specific,S8.2.0,S,0.005184139823415105
8950,understand spoken Danish,transversal,,L_use,0.0
8951,copyright and licenses related to digital content,transversal,K2.1.1,K,0.0
8952,develop mechatronic test procedures,sector-specific,S1.11.2,S,0.03679589518172287
8953,ensure hotel security,sector-specific,S2.8.4,S,0.009522690537773635
8954,cut rubberized fabrics,occupation-specific,S6.7.1,S,0.0
8955,geothermal power generation methods,occupation-specific,K7.1.3,K,0.0
8956,assess HACCP implementation in plants,sector-specific,S3.3.1,S,0.007276448570608989
8957,check quality of raw materials,cross-sector,S2.8.1,S,0.18261299821906027
8958,write stress analysis reports,cross-sector,S1.13.3,S,0.027194792320240753
8959,cooperate with professionals,sector-specific,S1.2.1,S,0.0
8960,prepare board for soldering,sector-specific,S6.3.3,S,0.0013216138078441264
8961,ensure student welfare,cross-sector,S1.7.2,S,0.0209355207280744
8962,monitor extraction logging operations,sector-specific,S2.7.4,S,0.009603064204023092
8963,manufacturing of by-products from tobacco,sector-specific,K7.2.1,K,0.0006758562358827319
8964,provide psychological health assessment strategies,occupation-specific,S4.1.5,S,0.0
8965,review social service plan,sector-specific,S2.7.0,S,0.02832003775901894
8966,operate tractor,occupation-specific,S8.1.2,S,0.0
8967,Sakai,sector-specific,K6.0.2,K,0.0041724947826170386
8968,advise on public finance,cross-sector,S1.5.2,S,0.03078860215680692
8969,apply decision making within social work,sector-specific,S4.9.0,S,0.02812585671104519
8970,specify digital game scenes,occupation-specific,S1.11.1,S,0.0
8971,steer vessels in ports,occupation-specific,S8.3.0,S,0.0
8972,manage cleaning activities,cross-sector,S4.8.1,S,0.037013198965420935
8973,perform safety inspections,sector-specific,S2.8.4,S,0.012430051996147442
8974,detect flaws in bottles,sector-specific,S2.8.1,S,0.00060807647189088
8975,interact with airport stakeholders,sector-specific,S1.2.3,S,0.005119230166086393
8976,follow environmentally-sustainable work practices,transversal,S3.3.2,S,0.0
8977,call witnesses,occupation-specific,S4.4.3,S,0.0
8978,use precision tools,cross-sector,S6.7.4,S,0.1632126198071554
8979,separate tobacco shreds by size,occupation-specific,S6.5.8,S,0.0
8980,biomedical techniques,cross-sector,K5.1.2,K,0.08165822365143754
8981,anticipate logistics requirements for port operations,sector-specific,S4.2.1,S,0.002412678486289977
8982,ski,occupation-specific,K10.1.4,K,0.0
8983,train military troops,cross-sector,S1.3.3,S,0.002929348750933973
8984,inspect climbing equipment,occupation-specific,S2.8.1,S,0.0
8985,demonstrate specialisation in a dance tradition,sector-specific,S1.14.2,S,0.0007876498127804753
8986,operate electronic measuring instruments,sector-specific,S8.6.6,S,0.07519276024401776
8987,insert wick,occupation-specific,S6.7.1,S,0.0
8988,types of staining,sector-specific,K10.1.1,K,0.001656250308237601
8989,manage localisation,cross-sector,S1.15.2,S,0.06366017535302344
8990,Code of Conduct for Responsible Fisheries,cross-sector,K8.3.0,K,0.02214384356310961
8991,impart business plans to collaborators,cross-sector,S1.2.1,S,0.10402790464995826
8992,conditions for professional practice of health psychology,occupation-specific,K3.1.3,K,0.0
8993,analyse stress resistance of materials,cross-sector,S2.8.8,S,0.05641025921610238
8994,execute conversion testing,occupation-specific,S5.2.1,S,0.0
8995,show social competences,cross-sector,S1.7.3,S,0.03936088008935085
8996,examine sample garments,occupation-specific,S2.8.1,S,0.0
8997,schedule shifts,cross-sector,S4.3.2,S,0.17661525334803338
8998,use logical reasoning,cross-sector,S2.7.0,S,0.03191757990811705
8999,teach languages,cross-sector,S1.3.1,S,0.021086330708908783
9000,plan vehicle replacement,occupation-specific,S4.2.1,S,0.0
9001,coordinate fish handling operations,sector-specific,S6.9.2,S,0.001845465038305262
9002,perform curd processing of cheese,sector-specific,S6.5.7,S,0.0006546669106456737
9003,Bosnian,transversal,L1,L,0.0
9004,stabilise pH of starches,sector-specific,S2.8.0,S,0.0004297810483793788
9005,check tickets at venue entry,sector-specific,S3.3.4,S,0.0043527718270150225
9006,advise patients on vision improvement conditions,sector-specific,S1.5.4,S,0.0016925239388129653
9007,adhere to organisational guidelines,cross-sector,S3.3.3,S,0.5424872828628524
9008,handle carriers,sector-specific,S4.1.3,S,0.005866279239921295
9009,animal positions,occupation-specific,K5.1.1,K,0.0
9010,install irrigation systems,cross-sector,S7.2.2,S,0.0021517289329870486
9011,pack vegetables or fruits,sector-specific,S6.1.3,S,0.0037429436001066812
9012,manage resources in food manufacturing,sector-specific,S4.3.2,S,0.002806104759784602
9013,rhetoric,cross-sector,K3.1.2,K,0.08245331214622217
9014,Turkish,transversal,L1,L,0.0
9015,manage pharmaceutical production facilities construction,sector-specific,S1.11.4,S,0.0
9016,translate spoken language,cross-sector,S1.15.2,S,0.0
9017,position musicians,sector-specific,S4.3.2,S,0.001446462402334408
9018,integrate marketing strategies with the global strategy,cross-sector,S4.1.2,S,0.01569395073298319
9019,create advertisements,sector-specific,S1.12.2,S,0.013347491515368945
9020,place concrete forms,sector-specific,S7.1.4,S,0.005811981661347796
9021,adjust rolling slide,occupation-specific,S8.5.8,S,0.0
9022,reserve merchandise for customers,occupation-specific,S4.4.3,S,0.0
9023,participate in rabbinical court proceedings,occupation-specific,S1.4.3,S,0.0
9024,laser types,cross-sector,K7.1.1,K,0.0009028264853946823
9025,tend screw machine,occupation-specific,S8.4.2,S,0.0
9026,repackage medical equipment after sterilisation,cross-sector,S6.1.3,S,0.005443944762165036
9027,develop microelectromechanical system test procedures,sector-specific,S4.1.3,S,0.00031930081274891045
9028,train animals for professional purposes,sector-specific,S6.9.6,S,0.006547973351172114
9029,monitor programming,sector-specific,S2.8.2,S,0.0016900335244503148
9030,recognise abnormalities on board,sector-specific,S8.3.0,S,0.033762356070331824
9031,components of a ship manifest,occupation-specific,K10.4.0,K,0.0
9032,International Convention for the Prevention of Pollution from Ships,cross-sector,K4.2.0,K,0.06791970257616377
9033,teach braille,occupation-specific,S1.3.1,S,0.0
9034,deterioration of fish products,cross-sector,K8.3.0,K,0.005240548277281909
9035,handle cargo space on sale,occupation-specific,S1.6.0,S,0.0
