task_id,task,detailed_work_activity,intermediate_work_activity,element,mean_task_SML,impact,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,qD,q19,q20,q21,q22,q23
4180,"Administer emergency first aid, such as performing emergency resuscitation or other life saving procedures.",Treat medical emergencies.,Administer emergency medical treatment.,Assisting and Caring for Others,3.525,0.0003557749810934041,4.0,5.0,3.5,4.0,3.5,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.5
4181,"Collect, prepare, and label samples for laboratory testing, culture, or microscopic examination.",Prepare biological specimens for laboratory analysis.,Prepare specimens or materials for testing.,Handling and Moving Objects,3.5,0.0012547772159172688,3.75,4.0,3.25,3.75,3.0,3.5,3.0,4.0,4.0,4.0,3.75,3.0,3.75,3.5,4.0,4.0,4.25,4.0,4.25,3.25,3.75,3.75,3.25,1.5
4182,"Clean and sterilize instruments, equipment, or materials.",Clean medical equipment or facilities.,Clean medical equipment or facilities.,Performing General Physical Activities,3.425,0.003974759047141063,4.25,3.75,2.75,3.25,1.5,3.5,3.25,3.75,3.25,4.5,3.75,3.25,3.75,3.5,3.75,3.0,3.5,3.25,3.75,3.0,4.5,4.25,3.0,2.0
4183,"Provide veterinarians with the correct equipment or instruments, as needed.",Assist healthcare practitioners during examinations or treatments.,Assist healthcare practitioners during medical procedures.,Assisting and Caring for Others,3.625,-0.0030891734222349143,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.5,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0
4184,"Fill prescriptions, measuring medications and labeling containers.",Prepare medications or medical solutions.,Prepare mixtures or solutions.,Performing General Physical Activities,3.175,0.012915895559158841,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,2.5
4185,"Prepare animals for surgery, performing such tasks as shaving surgical areas.",Prepare patients physically for medical procedures.,Assist healthcare practitioners during medical procedures.,Assisting and Caring for Others,3.4,0.004858737090413179,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0
4186,"Take animals into treatment areas and assist with physical examinations by performing such duties as obtaining temperature, pulse, or respiration data.",Assist healthcare practitioners during examinations or treatments.,Assist healthcare practitioners during medical procedures.,Assisting and Caring for Others,3.625,-0.003132760061680173,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.5,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0
4187,Observe the behavior and condition of animals and monitor their clinical symptoms.,"Monitor patient conditions during treatments, procedures, or activities.",Monitor health conditions of humans or animals.,"Monitor Processes, Materials, or Surroundings",3.8,-0.009696837286908622,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0
4188,"Take and develop diagnostic radiographs, using x-ray equipment.",Operate diagnostic imaging equipment.,Operate medical equipment.,Controlling Machines and Processes,3.6625,-0.004403059357066308,4.0,3.5,4.0,3.5,3.0,3.5,3.5,3.5,4.0,4.0,4.0,4.0,4.0,3.0,3.75,3.5,3.5,4.0,4.0,3.5,3.5,3.5,3.5,3.75
4189,"Maintain laboratory, research, or treatment records, as well as inventories of pharmaceuticals, equipment, or supplies.",Maintain medical facility records.,Maintain health or medical records.,Documenting/Recording Information,3.4,0.004663305413019181,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0
4190,"Give enemas and perform catheterizations, ear flushes, intravenous feedings, or gavages.",Administer basic health care or medical treatments.,Administer basic health care or medical treatments.,Assisting and Caring for Others,3.55,-0.0004960748409033044,4.5,4.0,3.5,4.0,3.0,4.0,3.5,3.0,3.5,3.5,4.0,3.5,4.0,3.5,3.5,3.5,4.5,4.0,4.5,3.5,4.0,3.5,2.0,2.0
4191,Prepare treatment rooms for surgery.,Prepare medical supplies or equipment for use.,Prepare medical equipment or work areas for use.,Handling and Moving Objects,4.325,-0.02703940682870254,4.0,4.0,4.0,4.0,4.0,3.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0
4192,"Maintain instruments, equipment, or machinery to ensure proper working condition.",Maintain medical equipment or instruments.,Maintain medical equipment or instruments.,Repairing and Maintaining Mechanical Equipment,3.65,-0.0037593952888395066,4.0,4.0,3.5,3.5,3.5,4.0,4.0,4.0,4.5,3.0,4.0,4.5,4.0,3.5,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0
4193,"Perform dental work, such as cleaning, polishing, or extracting teeth.",Treat dental problems or diseases.,"Treat injuries, illnesses, or diseases.",Assisting and Caring for Others,3.625,-0.0030891734222349143,3.5,3.5,4.0,4.0,3.5,3.0,4.0,3.5,4.0,4.0,4.0,3.5,4.0,3.5,4.0,3.5,4.0,3.5,4.0,4.0,4.0,4.0,3.0,1.5
4194,"Clean kennels, animal holding areas, surgery suites, examination rooms, or animal loading or unloading facilities to control the spread of disease.",Clean medical equipment or facilities.,Clean medical equipment or facilities.,Performing General Physical Activities,3.45,0.002891572821470234,5.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0
4195,"Provide information or counseling regarding issues such as animal health care, behavior problems, or nutrition.","Provide health and wellness advice to patients, program participants, or caregivers.",Advise patients or clients on medical issues.,Provide Consultation and Advice to Others,3.225,0.010447299653605135,4.0,3.5,2.5,3.0,3.5,3.0,2.5,3.5,3.0,3.0,4.0,3.0,3.0,3.5,3.0,3.5,3.0,3.0,3.5,2.5,3.5,4.0,3.0,3.0
4196,Provide assistance with animal euthanasia and the disposal of remains.,Assist healthcare practitioners during examinations or treatments.,Assist healthcare practitioners during medical procedures.,Assisting and Caring for Others,3.625,-0.002929703120199356,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.5,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0
4197,Dress and suture wounds and apply splints or other protective devices.,"Apply bandages, dressings, or splints.",Administer basic health care or medical treatments.,Assisting and Caring for Others,3.45,0.002803111721558338,4.5,3.0,4.0,5.0,3.0,2.5,4.0,4.0,3.0,3.5,3.5,3.0,3.5,3.5,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0
4198,"Perform a variety of office, clerical, or accounting duties, such as reception, billing, bookkeeping, or selling products.",Process medical billing information.,Execute financial transactions.,Performing Administrative Activities,3.5750000000000006,-0.0011528706145185197,3.8333333333333335,4.333333333333333,2.6666666666666665,3.6666666666666665,3.333333333333333,3.1666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.8333333333333335,4.333333333333333,3.8333333333333335,4.0,3.6666666666666665,4.166666666666667,3.6666666666666665,3.8333333333333335,3.8333333333333335,4.333333333333333,3.5,3.333333333333333,3.6666666666666665,2.333333333333333,2.6666666666666665
4199,"Bathe animals, clip nails or claws, and brush or cut animals' hair.",Assist patients with hygiene or daily living activities.,Assist individuals with special needs.,Assisting and Caring for Others,3.2,0.009338509405018236,3.0,4.0,4.5,3.0,2.5,3.0,5.0,3.0,1.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,2.0,2.0
4201,"Measure clients' bridge and eye size, temple length, vertex distance, pupillary distance, and optical centers of eyes, using measuring devices.",Measure the physical or physiological attributes of patients.,Examine people or animals to assess health conditions or physical characteristics.,"Inspecting Equipment, Structures, or Material",3.075,0.021402143535960594,4.0,2.5,3.0,3.5,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.5,3.0,3.0,3.0,3.5,3.0,3.0,3.0,2.5,2.0
4202,Verify that finished lenses are ground to specifications.,Fabricate medical devices.,Fabricate medical devices.,Handling and Moving Objects,2.925,0.03172262579142249,3.5,3.0,2.5,2.5,2.5,2.5,2.5,3.5,3.0,3.5,4.0,3.0,3.0,2.5,3.5,3.0,3.0,3.5,3.5,2.5,3.0,4.0,3.0,1.0
4204,"Assist clients in selecting frames according to style and color, and ensure that frames are coordinated with facial and eye measurements and optical prescriptions.",Recommend types of assistive devices.,Advise others on products or services.,Provide Consultation and Advice to Others,3.275,0.007924997261381517,3.5,3.5,3.5,3.75,2.75,3.25,3.25,3.25,2.5,3.25,3.25,3.5,3.25,3.5,4.0,3.25,3.5,3.75,4.0,3.0,3.25,4.0,3.0,2.25
4205,"Maintain records of customer prescriptions, work orders, and payments.",Record patient medical histories.,Maintain health or medical records.,Documenting/Recording Information,3.15,0.015224520416893927,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
4206,"Perform administrative duties such as tracking inventory and sales, submitting patient insurance information, and performing simple bookkeeping.",Process medical billing information.,Execute financial transactions.,Performing Administrative Activities,3.2375,0.007857531796469974,3.5,4.0,2.5,3.5,2.5,2.5,3.0,3.5,3.0,3.5,4.25,3.5,3.5,3.0,4.0,3.0,3.5,3.5,4.0,3.0,3.0,3.5,2.5,3.0
4207,"Recommend specific lenses, lens coatings, and frames to suit client needs.",Recommend types of assistive devices.,Advise others on products or services.,Provide Consultation and Advice to Others,3.2,0.013235230828506861,3.5,3.5,3.5,3.5,2.0,3.0,3.0,3.5,2.0,3.5,3.0,3.0,3.5,4.0,4.5,3.5,4.0,4.5,4.5,3.0,3.5,4.0,3.0,1.5
4208,"Sell goods such as contact lenses, spectacles, sunglasses, and other goods related to eyes in general.",Merchandise healthcare products or services.,Sell products or services.,Selling or Influencing Others,4.25,-0.0564758567280359,4.5,5.0,3.0,4.0,5.0,4.5,5.0,4.0,5.0,4.5,4.5,4.5,5.0,5.0,4.5,5.0,4.5,4.5,5.0,4.5,4.0,4.0,2.0,2.0
4209,"Heat, shape, or bend plastic or metal frames to adjust eyeglasses to fit clients, using pliers and hands.","Fit eyeglasses, contact lenses, or other vision aids.",Fit assistive devices to patients or clients.,Assisting and Caring for Others,3.35,0.0030343157647805263,3.5,3.5,3.5,4.0,3.5,3.5,3.5,3.0,3.0,3.0,3.5,4.0,3.0,3.0,3.5,3.0,3.0,3.0,3.5,3.0,3.0,4.0,3.0,3.0
4211,Instruct clients in how to wear and care for eyeglasses.,Instruct patients in the use of assistive equipment.,Train others to use equipment or products.,Training and Teaching Others,3.725,-0.019568172585398003,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.5,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.5,5.0,4.0,3.0,4.0,3.0,2.0
4212,"Determine clients' current lens prescriptions, when necessary, using lensometers or lens analyzers and clients' eyeglasses.",Operate diagnostic or therapeutic medical instruments or equipment.,Operate medical equipment.,Controlling Machines and Processes,3.5,-0.0063897087947921705,3.5,4.0,3.5,5.0,3.0,4.0,4.0,4.0,3.0,3.5,4.5,2.5,4.0,3.0,4.0,3.5,4.5,3.5,4.5,3.5,3.0,4.0,2.0,1.5
4213,"Show customers how to insert, remove, and care for their contact lenses.",Instruct patients in the use of assistive equipment.,Train others to use equipment or products.,Training and Teaching Others,3.725,-0.020761193973978465,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.5,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.5,5.0,4.0,3.0,4.0,3.0,2.0
4215,"Obtain a customer's previous record, or verify a prescription with the examining optometrist or ophthalmologist.",Perform clerical work in medical settings.,Perform administrative or clerical activities.,Performing Administrative Activities,3.3916666666666666,0.00028650229253068815,3.333333333333333,3.333333333333333,3.1666666666666665,3.5,3.5,2.833333333333333,2.833333333333333,4.166666666666667,3.333333333333333,3.8333333333333335,4.333333333333333,3.5,3.6666666666666665,3.0,3.8333333333333335,3.1666666666666665,3.5,3.5,4.0,3.1666666666666665,3.5,3.5,3.333333333333333,2.0
4216,Arrange and maintain displays of optical merchandise.,Merchandise healthcare products or services.,Sell products or services.,Selling or Influencing Others,4.25,-0.0369975159744631,4.5,5.0,3.0,4.0,5.0,4.5,5.0,4.0,5.0,4.5,4.5,4.5,5.0,5.0,4.5,5.0,4.5,4.5,5.0,4.5,4.0,4.0,2.0,2.0
4217,Fabricate lenses to meet prescription specifications.,Fabricate medical devices.,Fabricate medical devices.,Handling and Moving Objects,2.925,0.028414477228082102,3.5,3.0,2.5,2.5,2.5,2.5,2.5,3.5,3.0,3.5,4.0,3.0,3.0,2.5,3.5,3.0,3.0,3.5,3.5,2.5,3.0,4.0,3.0,1.0
4218,"Grind lens edges, or apply coatings to lenses.",Fabricate medical devices.,Fabricate medical devices.,Handling and Moving Objects,2.925,0.023130455080540457,3.5,3.0,2.5,2.5,2.5,2.5,2.5,3.5,3.0,3.5,4.0,3.0,3.0,2.5,3.5,3.0,3.0,3.5,3.5,2.5,3.0,4.0,3.0,1.0
4219,"Assemble eyeglasses by cutting and edging lenses, and fitting the lenses into frames.",Fabricate medical devices.,Fabricate medical devices.,Handling and Moving Objects,2.925,0.027116977762237315,3.5,3.0,2.5,2.5,2.5,2.5,2.5,3.5,3.0,3.5,4.0,3.0,3.0,2.5,3.5,3.0,3.0,3.5,3.5,2.5,3.0,4.0,3.0,1.0
4220,Supervise the training of student opticians.,Train medical providers.,Train others on health or medical topics.,Training and Teaching Others,3.6,-0.00952495964238409,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0
4221,Conduct an initial assessment of an athlete's injury or illness to provide emergency or continued care and to determine whether they should be referred to physicians for definitive diagnosis and treatment.,Analyze patient data to determine patient needs or treatment goals.,Analyze health or medical data.,Analyzing Data or Information,3.6,0.0,4.0,3.0,3.0,4.0,3.5,4.0,4.0,4.0,3.5,3.5,4.0,4.0,4.0,3.5,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,2.0,2.0
4222,"Care for athletic injuries, using physical therapy equipment, techniques, or medication.",Treat patients using physical therapy techniques.,Administer therapeutic treatments.,Assisting and Caring for Others,3.3375,0.0,3.75,3.5,3.25,4.5,3.25,3.5,3.75,3.5,3.0,3.5,3.75,2.75,3.5,3.5,3.75,3.25,3.75,3.75,4.25,3.25,3.25,3.75,2.0,1.25
4223,Evaluate athletes' readiness to play and provide participation clearances when necessary and warranted.,Analyze patient data to determine patient needs or treatment goals.,Analyze health or medical data.,Analyzing Data or Information,3.2125,0.0,3.5,3.0,3.0,3.5,2.75,3.0,3.5,3.5,2.75,3.25,3.5,3.5,3.5,2.75,4.0,3.5,3.5,3.25,4.0,3.5,3.5,3.5,2.75,2.0
4224,"Apply protective or injury preventive devices, such as tape, bandages, or braces, to body parts, such as ankles, fingers, or wrists.","Apply bandages, dressings, or splints.",Administer basic health care or medical treatments.,Assisting and Caring for Others,3.45,0.0,4.5,3.0,4.0,5.0,3.0,2.5,4.0,4.0,3.0,3.5,3.5,3.0,3.5,3.5,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0
4225,Assess and report the progress of recovering athletes to coaches or physicians.,Inform medical professionals regarding patient conditions and care.,Confer with healthcare or other professionals about patient care.,"Communicating with Supervisors, Peers, or Subordinates",3.4,0.0,3.75,3.25,4.0,3.0,3.0,3.5,4.5,3.5,3.5,3.5,3.0,3.5,3.25,3.75,3.0,3.0,3.5,3.0,3.5,3.25,4.0,3.25,2.75,2.25
4226,Collaborate with physicians to develop and implement comprehensive rehabilitation programs for athletic injuries.,Collaborate with healthcare professionals to plan or provide treatment.,Confer with healthcare or other professionals about patient care.,"Communicating with Supervisors, Peers, or Subordinates",3.3375,0.0,3.25,4.0,3.25,3.5,3.25,3.25,3.5,3.75,2.75,3.75,3.5,2.25,4.0,3.25,3.0,3.5,3.5,4.0,4.0,3.5,3.5,3.5,3.5,1.5
4227,Advise athletes on the proper use of equipment.,"Advise athletes, coaches, or trainers on exercise regimens, nutrition, or equipment use.",Advise others on healthcare or wellness issues.,Provide Consultation and Advice to Others,3.55,0.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0
4228,Plan or implement comprehensive athletic injury or illness prevention programs.,Develop exercise or conditioning programs.,Develop patient or client care or treatment plans.,Thinking Creatively,3.55,0.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0
4229,Develop training programs or routines designed to improve athletic performance.,Develop exercise or conditioning programs.,Develop patient or client care or treatment plans.,Thinking Creatively,3.55,0.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0
4231,"Instruct coaches, athletes, parents, medical personnel, or community members in the care and prevention of athletic injuries.","Advise athletes, coaches, or trainers on exercise regimens, nutrition, or equipment use.",Advise others on healthcare or wellness issues.,Provide Consultation and Advice to Others,3.55,0.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0
4232,Inspect playing fields to locate any items that could injure players.,Inspect work environments to ensure safety.,Inspect facilities or equipment.,"Inspecting Equipment, Structures, or Material",3.1,0.0,3.5,3.0,3.5,3.0,3.5,3.5,3.0,3.5,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.5,4.0,4.0,3.0,3.0,4.0,2.0,2.0
4233,Conduct research or provide instruction on subject matter related to athletic training or sports medicine.,Train medical providers.,Train others on health or medical topics.,Training and Teaching Others,3.6125,0.0,3.75,3.5,3.5,3.5,3.25,3.75,3.25,3.25,3.25,4.0,4.0,3.5,4.0,3.5,4.0,3.5,3.5,3.25,4.0,3.5,4.0,4.0,3.75,3.0
4234,"Recommend special diets to improve athletes' health, increase their stamina, or alter their weight.","Advise athletes, coaches, or trainers on exercise regimens, nutrition, or equipment use.",Advise others on healthcare or wellness issues.,Provide Consultation and Advice to Others,3.55,0.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0
4235,"Massage body parts to relieve soreness, strains, or bruises.",Treat patients using alternative medical procedures.,"Treat injuries, illnesses, or diseases.",Assisting and Caring for Others,3.375,0.0,5.0,5.0,2.0,3.0,2.5,5.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,2.0,3.0,4.0,3.0,2.0
4236,Confer with coaches to select protective equipment.,Consult with others regarding safe or healthy equipment or facilities.,Communicate with others about specifications or project details.,"Communicating with Supervisors, Peers, or Subordinates",3.275,0.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.5
